crate_id	slot	fem_channel	feedthru	faraday_cage_connector	adcreceiver_topbot	wireplane	mboard_id asic_id wirenum larsoft_channel larsoft_wirenum
2		6	32		3		A-1			P2			Y		11	  90	  384	  7871		  3071
2		9	32		2		C-4			P2			Y		10	  78	  288	  7967		  3167
2		12	32		2		C-1			P2			Y		9	  66	  192	  8063		  3263
2		15	32		2		A-4			P2			Y		8	  54	  96	  8159		  3359
2		18	32		2		A-1			P2			Y		7	  42	  0	  8255		  3455
2		6	33		3		A-1			P2			Y		11	  90	  385	  7870		  3070
2		9	33		2		C-4			P2			Y		10	  78	  289	  7966		  3166
2		12	33		2		C-1			P2			Y		9	  66	  193	  8062		  3262
2		15	33		2		A-4			P2			Y		8	  54	  97	  8158		  3358
2		18	33		2		A-1			P2			Y		7	  42	  1	  8254		  3454
2		6	34		3		A-1			P2			Y		11	  90	  386	  7869		  3069
2		9	34		2		C-4			P2			Y		10	  78	  290	  7965		  3165
2		12	34		2		C-1			P2			Y		9	  66	  194	  8061		  3261
2		15	34		2		A-4			P2			Y		8	  54	  98	  8157		  3357
2		18	34		2		A-1			P2			Y		7	  42	  2	  8253		  3453
2		6	35		3		A-1			P2			Y		11	  90	  387	  7868		  3068
2		9	35		2		C-4			P2			Y		10	  78	  291	  7964		  3164
2		12	35		2		C-1			P2			Y		9	  66	  195	  8060		  3260
2		15	35		2		A-4			P2			Y		8	  54	  99	  8156		  3356
2		18	35		2		A-1			P2			Y		7	  42	  3	  8252		  3452
2		6	36		3		A-1			P2			Y		11	  90	  388	  7867		  3067
2		9	36		2		C-4			P2			Y		10	  78	  292	  7963		  3163
2		12	36		2		C-1			P2			Y		9	  66	  196	  8059		  3259
2		15	36		2		A-4			P2			Y		8	  54	  100	  8155		  3355
2		18	36		2		A-1			P2			Y		7	  42	  4	  8251		  3451
2		6	37		3		A-1			P2			Y		11	  90	  389	  7866		  3066
2		9	37		2		C-4			P2			Y		10	  78	  293	  7962		  3162
2		12	37		2		C-1			P2			Y		9	  66	  197	  8058		  3258
2		15	37		2		A-4			P2			Y		8	  54	  101	  8154		  3354
2		18	37		2		A-1			P2			Y		7	  42	  5	  8250		  3450
2		6	38		3		A-1			P2			Y		11	  90	  390	  7865		  3065
2		9	38		2		C-4			P2			Y		10	  78	  294	  7961		  3161
2		12	38		2		C-1			P2			Y		9	  66	  198	  8057		  3257
2		15	38		2		A-4			P2			Y		8	  54	  102	  8153		  3353
2		18	38		2		A-1			P2			Y		7	  42	  6	  8249		  3449
2		6	39		3		A-1			P2			Y		11	  90	  391	  7864		  3064
2		9	39		2		C-4			P2			Y		10	  78	  295	  7960		  3160
2		12	39		2		C-1			P2			Y		9	  66	  199	  8056		  3256
2		15	39		2		A-4			P2			Y		8	  54	  103	  8152		  3352
2		18	39		2		A-1			P2			Y		7	  42	  7	  8248		  3448
2		6	40		3		A-1			P2			Y		11	  90	  392	  7863		  3063
2		9	40		2		C-4			P2			Y		10	  78	  296	  7959		  3159
2		12	40		2		C-1			P2			Y		9	  66	  200	  8055		  3255
2		15	40		2		A-4			P2			Y		8	  54	  104	  8151		  3351
2		18	40		2		A-1			P2			Y		7	  42	  8	  8247		  3447
2		6	41		3		A-1			P2			Y		11	  90	  393	  7862		  3062
2		9	41		2		C-4			P2			Y		10	  78	  297	  7958		  3158
2		12	41		2		C-1			P2			Y		9	  66	  201	  8054		  3254
2		15	41		2		A-4			P2			Y		8	  54	  105	  8150		  3350
2		18	41		2		A-1			P2			Y		7	  42	  9	  8246		  3446
2		6	42		3		A-1			P2			Y		11	  90	  394	  7861		  3061
2		9	42		2		C-4			P2			Y		10	  78	  298	  7957		  3157
2		12	42		2		C-1			P2			Y		9	  66	  202	  8053		  3253
2		15	42		2		A-4			P2			Y		8	  54	  106	  8149		  3349
2		18	42		2		A-1			P2			Y		7	  42	  10	  8245		  3445
2		6	43		3		A-1			P2			Y		11	  90	  395	  7860		  3060
2		9	43		2		C-4			P2			Y		10	  78	  299	  7956		  3156
2		12	43		2		C-1			P2			Y		9	  66	  203	  8052		  3252
2		15	43		2		A-4			P2			Y		8	  54	  107	  8148		  3348
2		18	43		2		A-1			P2			Y		7	  42	  11	  8244		  3444
2		6	44		3		A-1			P2			Y		11	  90	  396	  7859		  3059
2		9	44		2		C-4			P2			Y		10	  78	  300	  7955		  3155
2		12	44		2		C-1			P2			Y		9	  66	  204	  8051		  3251
2		15	44		2		A-4			P2			Y		8	  54	  108	  8147		  3347
2		18	44		2		A-1			P2			Y		7	  42	  12	  8243		  3443
2		6	45		3		A-1			P2			Y		11	  90	  397	  7858		  3058
2		9	45		2		C-4			P2			Y		10	  78	  301	  7954		  3154
2		12	45		2		C-1			P2			Y		9	  66	  205	  8050		  3250
2		15	45		2		A-4			P2			Y		8	  54	  109	  8146		  3346
2		18	45		2		A-1			P2			Y		7	  42	  13	  8242		  3442
2		6	46		3		A-1			P2			Y		11	  90	  398	  7857		  3057
2		9	46		2		C-4			P2			Y		10	  78	  302	  7953		  3153
2		12	46		2		C-1			P2			Y		9	  66	  206	  8049		  3249
2		15	46		2		A-4			P2			Y		8	  54	  110	  8145		  3345
2		18	46		2		A-1			P2			Y		7	  42	  14	  8241		  3441
2		6	47		3		A-1			P2			Y		11	  90	  399	  7856		  3056
2		9	47		2		C-4			P2			Y		10	  78	  303	  7952		  3152
2		12	47		2		C-1			P2			Y		9	  66	  207	  8048		  3248
2		15	47		2		A-4			P2			Y		8	  54	  111	  8144		  3344
2		18	47		2		A-1			P2			Y		7	  42	  15	  8240		  3440
2		6	48		3		A-1			P2			Y		11	  91	  400	  7855		  3055
2		9	48		2		C-4			P2			Y		10	  79	  304	  7951		  3151
2		12	48		2		C-1			P2			Y		9	  67	  208	  8047		  3247
2		15	48		2		A-4			P2			Y		8	  55	  112	  8143		  3343
2		18	48		2		A-1			P2			Y		7	  43	  16	  8239		  3439
2		6	49		3		A-1			P2			Y		11	  91	  401	  7854		  3054
2		9	49		2		C-4			P2			Y		10	  79	  305	  7950		  3150
2		12	49		2		C-1			P2			Y		9	  67	  209	  8046		  3246
2		15	49		2		A-4			P2			Y		8	  55	  113	  8142		  3342
2		18	49		2		A-1			P2			Y		7	  43	  17	  8238		  3438
2		6	50		3		A-1			P2			Y		11	  91	  402	  7853		  3053
2		9	50		2		C-4			P2			Y		10	  79	  306	  7949		  3149
2		12	50		2		C-1			P2			Y		9	  67	  210	  8045		  3245
2		15	50		2		A-4			P2			Y		8	  55	  114	  8141		  3341
2		18	50		2		A-1			P2			Y		7	  43	  18	  8237		  3437
2		6	51		3		A-1			P2			Y		11	  91	  403	  7852		  3052
2		9	51		2		C-4			P2			Y		10	  79	  307	  7948		  3148
2		12	51		2		C-1			P2			Y		9	  67	  211	  8044		  3244
2		15	51		2		A-4			P2			Y		8	  55	  115	  8140		  3340
2		18	51		2		A-1			P2			Y		7	  43	  19	  8236		  3436
2		6	52		3		A-1			P2			Y		11	  91	  404	  7851		  3051
2		9	52		2		C-4			P2			Y		10	  79	  308	  7947		  3147
2		12	52		2		C-1			P2			Y		9	  67	  212	  8043		  3243
2		15	52		2		A-4			P2			Y		8	  55	  116	  8139		  3339
2		18	52		2		A-1			P2			Y		7	  43	  20	  8235		  3435
2		6	53		3		A-1			P2			Y		11	  91	  405	  7850		  3050
2		9	53		2		C-4			P2			Y		10	  79	  309	  7946		  3146
2		12	53		2		C-1			P2			Y		9	  67	  213	  8042		  3242
2		15	53		2		A-4			P2			Y		8	  55	  117	  8138		  3338
2		18	53		2		A-1			P2			Y		7	  43	  21	  8234		  3434
2		6	54		3		A-1			P2			Y		11	  91	  406	  7849		  3049
2		9	54		2		C-4			P2			Y		10	  79	  310	  7945		  3145
2		12	54		2		C-1			P2			Y		9	  67	  214	  8041		  3241
2		15	54		2		A-4			P2			Y		8	  55	  118	  8137		  3337
2		18	54		2		A-1			P2			Y		7	  43	  22	  8233		  3433
2		6	55		3		A-1			P2			Y		11	  91	  407	  7848		  3048
2		9	55		2		C-4			P2			Y		10	  79	  311	  7944		  3144
2		12	55		2		C-1			P2			Y		9	  67	  215	  8040		  3240
2		15	55		2		A-4			P2			Y		8	  55	  119	  8136		  3336
2		18	55		2		A-1			P2			Y		7	  43	  23	  8232		  3432
2		6	56		3		A-1			P2			Y		11	  91	  408	  7847		  3047
2		9	56		2		C-4			P2			Y		10	  79	  312	  7943		  3143
2		12	56		2		C-1			P2			Y		9	  67	  216	  8039		  3239
2		15	56		2		A-4			P2			Y		8	  55	  120	  8135		  3335
2		18	56		2		A-1			P2			Y		7	  43	  24	  8231		  3431
2		6	57		3		A-1			P2			Y		11	  91	  409	  7846		  3046
2		9	57		2		C-4			P2			Y		10	  79	  313	  7942		  3142
2		12	57		2		C-1			P2			Y		9	  67	  217	  8038		  3238
2		15	57		2		A-4			P2			Y		8	  55	  121	  8134		  3334
2		18	57		2		A-1			P2			Y		7	  43	  25	  8230		  3430
2		6	58		3		A-1			P2			Y		11	  91	  410	  7845		  3045
2		9	58		2		C-4			P2			Y		10	  79	  314	  7941		  3141
2		12	58		2		C-1			P2			Y		9	  67	  218	  8037		  3237
2		15	58		2		A-4			P2			Y		8	  55	  122	  8133		  3333
2		18	58		2		A-1			P2			Y		7	  43	  26	  8229		  3429
2		6	59		3		A-1			P2			Y		11	  91	  411	  7844		  3044
2		9	59		2		C-4			P2			Y		10	  79	  315	  7940		  3140
2		12	59		2		C-1			P2			Y		9	  67	  219	  8036		  3236
2		15	59		2		A-4			P2			Y		8	  55	  123	  8132		  3332
2		18	59		2		A-1			P2			Y		7	  43	  27	  8228		  3428
2		6	60		3		A-1			P2			Y		11	  91	  412	  7843		  3043
2		9	60		2		C-4			P2			Y		10	  79	  316	  7939		  3139
2		12	60		2		C-1			P2			Y		9	  67	  220	  8035		  3235
2		15	60		2		A-4			P2			Y		8	  55	  124	  8131		  3331
2		18	60		2		A-1			P2			Y		7	  43	  28	  8227		  3427
2		6	61		3		A-1			P2			Y		11	  91	  413	  7842		  3042
2		9	61		2		C-4			P2			Y		10	  79	  317	  7938		  3138
2		12	61		2		C-1			P2			Y		9	  67	  221	  8034		  3234
2		15	61		2		A-4			P2			Y		8	  55	  125	  8130		  3330
2		18	61		2		A-1			P2			Y		7	  43	  29	  8226		  3426
2		6	62		3		A-1			P2			Y		11	  91	  414	  7841		  3041
2		9	62		2		C-4			P2			Y		10	  79	  318	  7937		  3137
2		12	62		2		C-1			P2			Y		9	  67	  222	  8033		  3233
2		15	62		2		A-4			P2			Y		8	  55	  126	  8129		  3329
2		18	62		2		A-1			P2			Y		7	  43	  30	  8225		  3425
2		6	63		3		A-1			P2			Y		11	  91	  415	  7840		  3040
2		9	63		2		C-4			P2			Y		10	  79	  319	  7936		  3136
2		12	63		2		C-1			P2			Y		9	  67	  223	  8032		  3232
2		15	63		2		A-4			P2			Y		8	  55	  127	  8128		  3328
2		18	63		2		A-1			P2			Y		7	  43	  31	  8224		  3424
2		6	16		3		B-1			P1			U		11	  93	  872	  1527		  1527
2		9	16		2		D-4			P1			U		10	  81	  824	  1575		  1575
2		12	16		2		D-1			P1			U		9	  69	  776	  1623		  1623
2		15	16		2		B-4			P1			U		8	  57	  728	  1671		  1671
