crate_id	slot	fem_channel	feedthru	faraday_cage_connector	adcreceiver_topbot	wireplane	mboard_id asic_id wirenum larsoft_channel larsoft_wirenum
1		9	0		1		B-2			P1			U		6	  36	  576	  1823		  1823
1		11	32		1		A-3			P2			U		5	  30	  480	  1919		  1919
1		12	0		1		B-5			P1			U		4	  24	  384	  2015		  2015
1		14	32		1		D-2			P2			U		3	  18	  288	  2111		  2111
1		15	0		1		C-3			P1			U		2	  12	  192	  2207		  2207
1		17	32		1		D-5			P2			U		1	  6	  96	  2303		  2303
1		18	0		1		B-6			P1			U		0	  0	  0	  2399		  2399
1		9	1		1		B-2			P1			U		6	  36	  577	  1822		  1822
1		11	33		1		A-3			P2			U		5	  30	  481	  1918		  1918
1		12	1		1		B-5			P1			U		4	  24	  385	  2014		  2014
1		14	33		1		D-2			P2			U		3	  18	  289	  2110		  2110
1		15	1		1		C-3			P1			U		2	  12	  193	  2206		  2206
1		17	33		1		D-5			P2			U		1	  6	  97	  2302		  2302
1		18	1		1		B-6			P1			U		0	  0	  1	  2398		  2398
1		9	2		1		B-2			P1			U		6	  36	  578	  1821		  1821
1		11	34		1		A-3			P2			U		5	  30	  482	  1917		  1917
1		12	2		1		B-5			P1			U		4	  24	  386	  2013		  2013
1		14	34		1		D-2			P2			U		3	  18	  290	  2109		  2109
1		15	2		1		C-3			P1			U		2	  12	  194	  2205		  2205
1		17	34		1		D-5			P2			U		1	  6	  98	  2301		  2301
1		18	2		1		B-6			P1			U		0	  0	  2	  2397		  2397
1		9	3		1		B-2			P1			U		6	  36	  579	  1820		  1820
1		11	35		1		A-3			P2			U		5	  30	  483	  1916		  1916
1		12	3		1		B-5			P1			U		4	  24	  387	  2012		  2012
1		14	35		1		D-2			P2			U		3	  18	  291	  2108		  2108
1		15	3		1		C-3			P1			U		2	  12	  195	  2204		  2204
1		17	35		1		D-5			P2			U		1	  6	  99	  2300		  2300
1		18	3		1		B-6			P1			U		0	  0	  3	  2396		  2396
1		9	4		1		B-2			P1			U		6	  36	  580	  1819		  1819
1		11	36		1		A-3			P2			U		5	  30	  484	  1915		  1915
1		12	4		1		B-5			P1			U		4	  24	  388	  2011		  2011
1		14	36		1		D-2			P2			U		3	  18	  292	  2107		  2107
1		15	4		1		C-3			P1			U		2	  12	  196	  2203		  2203
1		17	36		1		D-5			P2			U		1	  6	  100	  2299		  2299
1		18	4		1		B-6			P1			U		0	  0	  4	  2395		  2395
1		9	5		1		B-2			P1			U		6	  36	  581	  1818		  1818
1		11	37		1		A-3			P2			U		5	  30	  485	  1914		  1914
1		12	5		1		B-5			P1			U		4	  24	  389	  2010		  2010
1		14	37		1		D-2			P2			U		3	  18	  293	  2106		  2106
1		15	5		1		C-3			P1			U		2	  12	  197	  2202		  2202
1		17	37		1		D-5			P2			U		1	  6	  101	  2298		  2298
1		18	5		1		B-6			P1			U		0	  0	  5	  2394		  2394
1		9	6		1		B-2			P1			U		6	  36	  582	  1817		  1817
1		11	38		1		A-3			P2			U		5	  30	  486	  1913		  1913
1		12	6		1		B-5			P1			U		4	  24	  390	  2009		  2009
1		14	38		1		D-2			P2			U		3	  18	  294	  2105		  2105
1		15	6		1		C-3			P1			U		2	  12	  198	  2201		  2201
1		17	38		1		D-5			P2			U		1	  6	  102	  2297		  2297
1		18	6		1		B-6			P1			U		0	  0	  6	  2393		  2393
1		9	7		1		B-2			P1			U		6	  36	  583	  1816		  1816
1		11	39		1		A-3			P2			U		5	  30	  487	  1912		  1912
1		12	7		1		B-5			P1			U		4	  24	  391	  2008		  2008
1		14	39		1		D-2			P2			U		3	  18	  295	  2104		  2104
1		15	7		1		C-3			P1			U		2	  12	  199	  2200		  2200
1		17	39		1		D-5			P2			U		1	  6	  103	  2296		  2296
1		18	7		1		B-6			P1			U		0	  0	  7	  2392		  2392
1		9	8		1		B-2			P1			U		6	  36	  584	  1815		  1815
1		11	40		1		A-3			P2			U		5	  30	  488	  1911		  1911
1		12	8		1		B-5			P1			U		4	  24	  392	  2007		  2007
1		14	40		1		D-2			P2			U		3	  18	  296	  2103		  2103
1		15	8		1		C-3			P1			U		2	  12	  200	  2199		  2199
1		17	40		1		D-5			P2			U		1	  6	  104	  2295		  2295
1		18	8		1		B-6			P1			U		0	  0	  8	  2391		  2391
1		9	9		1		B-2			P1			U		6	  36	  585	  1814		  1814
1		11	41		1		A-3			P2			U		5	  30	  489	  1910		  1910
1		12	9		1		B-5			P1			U		4	  24	  393	  2006		  2006
1		14	41		1		D-2			P2			U		3	  18	  297	  2102		  2102
1		15	9		1		C-3			P1			U		2	  12	  201	  2198		  2198
1		17	41		1		D-5			P2			U		1	  6	  105	  2294		  2294
1		18	9		1		B-6			P1			U		0	  0	  9	  2390		  2390
1		9	10		1		B-2			P1			U		6	  36	  586	  1813		  1813
1		11	42		1		A-3			P2			U		5	  30	  490	  1909		  1909
1		12	10		1		B-5			P1			U		4	  24	  394	  2005		  2005
1		14	42		1		D-2			P2			U		3	  18	  298	  2101		  2101
1		15	10		1		C-3			P1			U		2	  12	  202	  2197		  2197
1		17	42		1		D-5			P2			U		1	  6	  106	  2293		  2293
1		18	10		1		B-6			P1			U		0	  0	  10	  2389		  2389
1		9	11		1		B-2			P1			U		6	  36	  587	  1812		  1812
1		11	43		1		A-3			P2			U		5	  30	  491	  1908		  1908
1		12	11		1		B-5			P1			U		4	  24	  395	  2004		  2004
1		14	43		1		D-2			P2			U		3	  18	  299	  2100		  2100
1		15	11		1		C-3			P1			U		2	  12	  203	  2196		  2196
1		17	43		1		D-5			P2			U		1	  6	  107	  2292		  2292
1		18	11		1		B-6			P1			U		0	  0	  11	  2388		  2388
1		9	12		1		B-2			P1			U		6	  36	  588	  1811		  1811
1		11	44		1		A-3			P2			U		5	  30	  492	  1907		  1907
1		12	12		1		B-5			P1			U		4	  24	  396	  2003		  2003
1		14	44		1		D-2			P2			U		3	  18	  300	  2099		  2099
1		15	12		1		C-3			P1			U		2	  12	  204	  2195		  2195
1		17	44		1		D-5			P2			U		1	  6	  108	  2291		  2291
1		18	12		1		B-6			P1			U		0	  0	  12	  2387		  2387
1		9	13		1		B-2			P1			U		6	  36	  589	  1810		  1810
1		11	45		1		A-3			P2			U		5	  30	  493	  1906		  1906
1		12	13		1		B-5			P1			U		4	  24	  397	  2002		  2002
1		14	45		1		D-2			P2			U		3	  18	  301	  2098		  2098
1		15	13		1		C-3			P1			U		2	  12	  205	  2194		  2194
1		17	45		1		D-5			P2			U		1	  6	  109	  2290		  2290
1		18	13		1		B-6			P1			U		0	  0	  13	  2386		  2386
1		9	14		1		B-2			P1			U		6	  36	  590	  1809		  1809
1		11	46		1		A-3			P2			U		5	  30	  494	  1905		  1905
1		12	14		1		B-5			P1			U		4	  24	  398	  2001		  2001
1		14	46		1		D-2			P2			U		3	  18	  302	  2097		  2097
1		15	14		1		C-3			P1			U		2	  12	  206	  2193		  2193
1		17	46		1		D-5			P2			U		1	  6	  110	  2289		  2289
1		18	14		1		B-6			P1			U		0	  0	  14	  2385		  2385
1		9	15		1		B-2			P1			U		6	  36	  591	  1808		  1808
1		11	47		1		A-3			P2			U		5	  30	  495	  1904		  1904
1		12	15		1		B-5			P1			U		4	  24	  399	  2000		  2000
1		14	47		1		D-2			P2			U		3	  18	  303	  2096		  2096
1		15	15		1		C-3			P1			U		2	  12	  207	  2192		  2192
1		17	47		1		D-5			P2			U		1	  6	  111	  2288		  2288
1		18	15		1		B-6			P1			U		0	  0	  15	  2384		  2384
1		9	16		1		B-2			P1			U		6	  37	  592	  1807		  1807
1		11	48		1		A-3			P2			U		5	  31	  496	  1903		  1903
1		12	16		1		B-5			P1			U		4	  25	  400	  1999		  1999
1		14	48		1		D-2			P2			U		3	  19	  304	  2095		  2095
1		15	16		1		C-3			P1			U		2	  13	  208	  2191		  2191
1		17	48		1		D-5			P2			U		1	  7	  112	  2287		  2287
1		18	16		1		B-6			P1			U		0	  1	  16	  2383		  2383
