9	18	32	10	C-4	P2	Y	42	462	3360	4895	95
9	18	33	10	C-4	P2	Y	42	462	3361	4894	94
9	18	34	10	C-4	P2	Y	42	462	3362	4893	93
9	18	35	10	C-4	P2	Y	42	462	3363	4892	92
9	18	36	10	C-4	P2	Y	42	462	3364	4891	91
9	18	37	10	C-4	P2	Y	42	462	3365	4890	90
9	18	38	10	C-4	P2	Y	42	462	3366	4889	89
9	18	39	10	C-4	P2	Y	42	462	3367	4888	88
9	18	40	10	C-4	P2	Y	42	462	3368	4887	87
9	18	41	10	C-4	P2	Y	42	462	3369	4886	86
9	18	42	10	C-4	P2	Y	42	462	3370	4885	85
9	18	43	10	C-4	P2	Y	42	462	3371	4884	84
9	18	44	10	C-4	P2	Y	42	462	3372	4883	83
9	18	45	10	C-4	P2	Y	42	462	3373	4882	82
9	18	46	10	C-4	P2	Y	42	462	3374	4881	81
9	18	47	10	C-4	P2	Y	42	462	3375	4880	80
9	18	48	10	C-4	P2	Y	42	463	3376	4879	79
9	18	49	10	C-4	P2	Y	42	463	3377	4878	78
9	18	50	10	C-4	P2	Y	42	463	3378	4877	77
9	18	51	10	C-4	P2	Y	42	463	3379	4876	76
9	18	52	10	C-4	P2	Y	42	463	3380	4875	75
9	18	53	10	C-4	P2	Y	42	463	3381	4874	74
9	18	54	10	C-4	P2	Y	42	463	3382	4873	73
9	18	55	10	C-4	P2	Y	42	463	3383	4872	72
9	18	56	10	C-4	P2	Y	42	463	3384	4871	71
9	18	57	10	C-4	P2	Y	42	463	3385	4870	70
9	18	58	10	C-4	P2	Y	42	463	3386	4869	69
9	18	59	10	C-4	P2	Y	42	463	3387	4868	68
9	18	60	10	C-4	P2	Y	42	463	3388	4867	67
9	18	61	10	C-4	P2	Y	42	463	3389	4866	66
9	18	62	10	C-4	P2	Y	42	463	3390	4865	65
9	18	63	10	C-4	P2	Y	42	463	3391	4864	64
9	18	16	10	D-4	P1	U	42	465	2360	39	39
9	18	17	10	D-4	P1	V	42	465	1688	3111	711
9	18	18	10	D-4	P1	U	42	465	2361	38	38
9	18	19	10	D-4	P1	V	42	465	1689	3110	710
9	18	20	10	D-4	P1	U	42	465	2362	37	37
9	18	21	10	D-4	P1	V	42	465	1690	3109	709
9	18	22	10	D-4	P1	U	42	465	2363	36	36
9	18	23	10	D-4	P1	V	42	465	1691	3108	708
9	18	24	10	D-4	P1	U	42	465	2364	35	35
9	18	25	10	D-4	P1	V	42	465	1692	3107	707
9	18	26	10	D-4	P1	U	42	465	2365	34	34
9	18	27	10	D-4	P1	V	42	465	1693	3106	706
9	18	28	10	D-4	P1	U	42	465	2366	33	33
9	18	29	10	D-4	P1	V	42	465	1694	3105	705
9	18	30	10	D-4	P1	U	42	465	2367	32	32
9	18	31	10	D-4	P1	V	42	465	1695	3104	704
9	18	0	10	D-4	P1	U	42	464	2352	47	47
9	18	1	10	D-4	P1	V	42	464	1680	3119	719
9	18	2	10	D-4	P1	U	42	464	2353	46	46
9	18	3	10	D-4	P1	V	42	464	1681	3118	718
9	18	4	10	D-4	P1	U	42	464	2354	45	45
9	18	5	10	D-4	P1	V	42	464	1682	3117	717
9	18	6	10	D-4	P1	U	42	464	2355	44	44
9	18	7	10	D-4	P1	V	42	464	1683	3116	716
9	18	8	10	D-4	P1	U	42	464	2356	43	43
9	18	9	10	D-4	P1	V	42	464	1684	3115	715
9	18	10	10	D-4	P1	U	42	464	2357	42	42
9	18	11	10	D-4	P1	V	42	464	1685	3114	714
9	18	12	10	D-4	P1	U	42	464	2358	41	41
9	18	13	10	D-4	P1	V	42	464	1686	3113	713
9	18	14	10	D-4	P1	U	42	464	2359	40	40
9	18	15	10	D-4	P1	V	42	464	1687	3112	712
9	17	32	10	C-5	P2	Y	42	466	3392	4863	63
9	17	33	10	C-5	P2	Y	42	466	3393	4862	62
9	17	34	10	C-5	P2	Y	42	466	3394	4861	61
9	17	35	10	C-5	P2	Y	42	466	3395	4860	60
9	17	36	10	C-5	P2	Y	42	466	3396	4859	59
9	17	37	10	C-5	P2	Y	42	466	3397	4858	58
9	17	38	10	C-5	P2	Y	42	466	3398	4857	57
9	17	39	10	C-5	P2	Y	42	466	3399	4856	56
9	17	40	10	C-5	P2	Y	42	466	3400	4855	55
9	17	41	10	C-5	P2	Y	42	466	3401	4854	54
9	17	42	10	C-5	P2	Y	42	466	3402	4853	53
9	17	43	10	C-5	P2	Y	42	466	3403	4852	52
9	17	44	10	C-5	P2	Y	42	466	3404	4851	51
9	17	45	10	C-5	P2	Y	42	466	3405	4850	50
9	17	46	10	C-5	P2	Y	42	466	3406	4849	49
9	17	47	10	C-5	P2	Y	42	466	3407	4848	48
9	17	48	10	C-5	P2	Y	42	467	3408	4847	47
9	17	49	10	C-5	P2	Y	42	467	3409	4846	46
9	17	50	10	C-5	P2	Y	42	467	3410	4845	45
9	17	51	10	C-5	P2	Y	42	467	3411	4844	44
9	17	52	10	C-5	P2	Y	42	467	3412	4843	43
9	17	53	10	C-5	P2	Y	42	467	3413	4842	42
9	17	54	10	C-5	P2	Y	42	467	3414	4841	41
9	17	55	10	C-5	P2	Y	42	467	3415	4840	40
9	17	56	10	C-5	P2	Y	42	467	3416	4839	39
9	17	57	10	C-5	P2	Y	42	467	3417	4838	38
9	17	58	10	C-5	P2	Y	42	467	3418	4837	37
9	17	59	10	C-5	P2	Y	42	467	3419	4836	36
9	17	60	10	C-5	P2	Y	42	467	3420	4835	35
9	17	61	10	C-5	P2	Y	42	467	3421	4834	34
9	17	62	10	C-5	P2	Y	42	467	3422	4833	33
9	17	63	10	C-5	P2	Y	42	467	3423	4832	32
9	17	16	10	D-5	P1	U	42	469	2376	23	23
9	17	17	10	D-5	P1	V	42	469	1704	3095	695
9	17	18	10	D-5	P1	U	42	469	2377	22	22
9	17	19	10	D-5	P1	V	42	469	1705	3094	694
9	17	20	10	D-5	P1	U	42	469	2378	21	21
9	17	21	10	D-5	P1	V	42	469	1706	3093	693
9	17	22	10	D-5	P1	U	42	469	2379	20	20
